"","author","title","journal","keywords","extra_keywords","abstract","publisher","pubdate","pubyear","doi2","affil","affil2","doi_methods"
"195","Bose, Samhita
Forrester, Tavis D.
Casady, David S.
Wittmer, Heiko U.","Effect of Activity States on Habitat Selection by Black-Tailed Deer","J WILDLIFE MANAGE","ROCKY-MOUNTAIN ELK; MULE DEER; RESOURCE SELECTION; SEASONAL-VARIATION;
PREDATION RISK; HOME-RANGE; WOODLAND CARIBOU; BEHAVIOR; FOREST;
MOVEMENTS","activity state; black-tailed deer; California; habitat selection;
resource selection function; ungulates","Habitat selection is a complex hierarchical process and in ungulates typically varies at broad spatial and temporal scales and among individuals. Recent advancements in the ability of global positioning system (GPS)-collars to collect activity data provide opportunities to understand underlying mechanisms or trade-offs responsible for fine-scale variation in habitat selection. Based on data from 64 female black-tailed deer (Odocoileus hemionus columbianus) fitted with GPS-collars in northern California, USA, between 2004 and 2013, we first investigated habitat selection at the home range scale. We then used data from a subset of 27 individuals to determine if habitat selection within home ranges was influenced by activity states (active or inactive). Habitat selection by black-tailed deer varied between summer and winter and was mostly explained by differences in elevation, terrain, and vegetation. Within their home ranges, black-tailed deer showed fine-scale selection for habitats that varied with activity states. In summer, selection for edge density and forest types varied across activity states highlighting important fine-scale selection patterns. Activity state also affected our conclusions about the selection of habitats including slope, canopy cover, and forest types by black-tailed deer in winter. During both seasons, deer selected for apparently secure habitat when inactive, likely to minimize risk of predation. These results highlight the importance of considering activity states when evaluating habitat selection from animal location data. This is particularly important in multi-use landscapes such as national forests where habitat needs of ungulates are important considerations in management decisions, including timber harvest. (C) 2018 The Wildlife Society.","WILEY","NOV",2018,"101002jwmg21529","[Bose, Samhita; Wittmer, Heiko U.] Victoria Univ Wellington, Sch Biol Sci, POB 600, Wellington 6140, New Zealand./[Forrester, Tavis D.] Univ Calif Davis, Dept Wildlife Fish & Conservat Biol, 1 Shields Ave, Davis, CA 95616 USA./[Casady, David S.] Calif Dept Fish & Wildlife, Large Mammal Conservat Program, 1812 9th St, Sacramento, CA 95811 USA./[Forrester, Tavis D.] Oregon Dept Fish & Wildlife, 1401 Gekeler Lane, La Grande, OR 97850 USA.","Wittmer, HU (reprint author), Victoria Univ Wellington, Sch Biol Sci, POB 600, Wellington 6140, New Zealand.",NA
"196","Dyson, Matthew E.
Schummer, Michael L.
Barney, Ted S.
Fedy, Bradley C.
Henry, Hugh A. L.
Petrie, Scott A.","Survival and Habitat Selection of Wood Duck Ducklings","J WILDLIFE MANAGE","NORTHERN PINTAIL DUCKLINGS; MALLARD BROOD SURVIVAL;
PHRAGMITES-AUSTRALIS; COMMON REED; NEST BOXES; LAKE-ERIE; MOVEMENTS;
WETLAND; RECRUITMENT; PARASITISM","Aix sponsa; brood; duckling; Great Lakes; habitat; recruitment; resource
selection function; survival","Survival and habitat selection during brood-rearing influences reproductive success and waterfowl population dynamics. For effective management, it is important to understand vital rates and habitat choice range wide. We investigated survival and habitat selection of female wood ducks (Aix sponsa) and ducklings at Long Point, Lake Erie, Ontario, Canada in 2014. We captured incubating females (n=40) in nest boxes and used radio-telemetry to monitor survival and habitat use to 30 days post-hatch. Four female mortalities occurred during brood-rearing and apparent brood and duckling survival were 0.42 (85% CI=0.33, 0.51) and 0.16 (85% CI=0.14, 0.18), respectively. Duckling survival was negatively associated with brood size and distance of first movement, whereas survival was positively associated with precipitation. Successful brood-rearing wood ducks selected forested wetlands and habitats that provided dense vegetative cover. Conservation and restoration of forested wetlands and similar cover should increase the availability of brood-rearing habitat. Placement of nest boxes close to selected land cover types and strategies associated with reducing inflated clutch sizes may improve offspring survival. Our spatially explicit habitat selection model informs spatial prioritization of habitat conservation and nest box placement strategies within the Great Lakes region. (C) 2018 The Wildlife Society.","WILEY","NOV",2018,"101002jwmg21508","[Dyson, Matthew E.; Henry, Hugh A. L.; Petrie, Scott A.] Western Univ, Dept Biol, London, ON N6A 5B7, Canada./[Schummer, Michael L.; Barney, Ted S.] Bird Studies Canada, Long Point Waterfowl & Wetlands Res Program, Port Rowan, ON N0E 1M0, Canada./[Dyson, Matthew E.; Fedy, Bradley C.] Univ Waterloo, Sch Environm Resources & Sustainabil, Waterloo, ON N2L 3G1, Canada./[Schummer, Michael L.] SUNY Coll Environm Sci & Forestry, Roosevelt Wild Life Stn, Syracuse, NY 13120 USA./[Barney, Ted S.] Canadian Wildlife Serv, 17 Waterfowl Lane,POB 6227, Sackville, NB E4L 1G6, Canada./[Petrie, Scott A.] Delta Waterfowl Fdn, 1312 Basin Ave, Bismarck, ND 58504 USA.","Dyson, ME (reprint author), Western Univ, Dept Biol, London, ON N6A 5B7, Canada.; Dyson, ME (reprint author), Univ Waterloo, Sch Environm Resources & Sustainabil, Waterloo, ON N2L 3G1, Canada.",NA
"197","Watson, James W.
Keren, Ilai N.
Davies, Robert W.","Behavioral Accommodation of Nesting Hawks to Wind Turbines","J WILDLIFE MANAGE","UNDERSTANDING BIRD COLLISIONS; ADULT GOLDEN EAGLES; RED-TAILED HAWKS;
AVOIDANCE RATES; ENERGY; MORTALITY; FARMS; FRAMEWORK; SURVIVAL; RAPTORS","avoidance behavior; Buteo jamaicensis; Buteo regalis; Buteo swainsoni;
collision fatality; wind power development; wind turbine","The most direct effects of wind energy development on birds are rotor blade strikes and collisions with wind turbines. Probability of a blade strike is affected by the rates at which a bird visits the rotor swept zone (RSZ), and mitigated by the behaviors it uses to avoid being struck. Between 2011 and 2013, we studied the occurrence and nature of avoidance responses of 3 nesting ferruginous hawks (Buteo regalis), 5 Swainson's hawks (B. swainsoni), and 2 red-tailed hawks (B. jamaicensis) to turbines built within their territories. Two of 10 breeding males we tracked with satellite telemetry were turbine-collision fatalities, one during the study and the other in the following year. Collectively, nesting hawks displayed no macro-avoidance of turbine projects and flew adjacent to or within RSZs at high rates ((x) over bar = 0.8 visits/hr, 1.3 min/visit; n = 387 visits during 434 hr of observation) synchronized with morning and afternoon peaks in foraging activity. Passes through rotors accounted for 9.8% of responses. The turbine that hawks approached most closely from collective encounters on each territory accounted for an average of 29% of all visits to RSZs and visitation was greater than expected at turbines <0.8 km from nests (P < 0.001). As rotor speed increased, the frequency that hawks in RSZs flew between turbine rows increased relative to other avoidance behaviors and hawks that were potentially distracted (i.e., hunting or aggressive chasing) increased avoidance flights over and between turbines. The ability of hawks to employ evasive behaviors mitigated blade collision but allowed for close, hourly interaction with turbines that increased risk of collision. Where nesting populations of hawks are at risk, particularly ferruginous hawks, pre-construction siting of wind turbines needs to account for nest locations and expected high rates of hawk visitation to turbines <800 m from nests. On existing projects collision risk can be reduced through operational shutdown of turbines in this zone during 2 daily peaks in hawk foraging in the vicinity where hawks nest, but a greater effectiveness can be achieved by shutdown of specific turbines associated with highest regular use. (C) 2018 The Wildlife Society.","WILEY","NOV",2018,"101002jwmg21532","[Watson, James W.; Keren, Ilai N.; Davies, Robert W.] Washington Dept Fish & Wildlife, POB 43141, Olympia, WA 98504 USA.","Watson, JW (reprint author), Washington Dept Fish & Wildlife, POB 43141, Olympia, WA 98504 USA.",NA
"198","Reinhardt, T.
Baldauf, L.
Ilic, M.
Fink, P.","Cast away: drift as the main determinant for larval survival in western
fire salamanders (Salamandra salamandra) in headwater streams","J ZOOL","METAMORPHOSIS; VARIABILITY; POPULATION; ADAPTATION; WEBS","amphibian larvae; population bottlenecks; catastrophic events; rainfall;
discharge; Salamandra salamandra; stream habitats; drift","Unidirectional drift is amongst the most relevant population regulators in riverine animal populations. Drift occurs randomly, but it can also be a behavioural response to abiotic and biotic stressors, or the result of catastrophic events such as heavy rain. In this study, we investigate the spatiotemporal distribution of larvae of the fire salamander (Salamandra salamandra) in three headwater streams in the Eifel mountains, Western Germany. We marked 568 salamander larvae to conduct capture-recapture estimates of abundance, and followed their individual fate throughout the season. Population density of larval salamanders along the stream showed both strong temporal and spatial variation. Random drift of salamander larvae was particularly rare, and drift did not result in a size structuring of larval populations in the field. Yet, catastrophic events of high summer precipitation were the best predictor for pulse-wise restructuring of the salamander larvae's density distribution. Strong discharge coincided with a severe decrease in population density, and thus appears to be the most relevant cause of mortality for salamander larvae. Furthermore, we find strong indications that drift has the potential to influence this species' evolutionary processes, as well as its ecological prevalence.","WILEY","NOV",2018,"101111jzo12581","[Reinhardt, T.; Fink, P.] Heinrich Heine Univ Dusseldorf, Inst Cell Biol & Zool, Univ Str 1, D-40225 Dusseldorf, Germany./[Baldauf, L.; Ilic, M.; Fink, P.] Univ Cologne, Inst Zool, Cologne, Germany.","Reinhardt, T (reprint author), Heinrich Heine Univ Dusseldorf, Inst Cell Biol & Zool, Univ Str 1, D-40225 Dusseldorf, Germany.",NA
"199","Cordeiro, Erick M. G.
Campbell, James F.
Phillips, Thomas W.
With, Kimberly A.","Behavioral and social mechanisms behind pattern formation: an
experimental study of animal movement","LANDSCAPE ECOL","RHYZOPERTHA-DOMINICA COLEOPTERA; LANDSCAPE ECOLOGY; AGGREGATION
PHEROMONE; FRACTAL DIMENSION; FORAGING BEHAVIOR; SPATIAL-PATTERN;
HABITAT; BOSTRICHIDAE; HETEROGENEITY; ORIENTATION","Foraging; Rhyzopertha dominica; Insects; Heterogeneity; Resource
patchiness; Fractal analysis; Ripley's L-function; Pattern-process
linkage; Movement pathway","ContextAlthough animal movement behaviors are influenced by spatial heterogeneity, such behaviors can also generate spatial heterogeneity via interactions with the emergent spatial structure and other individuals (i.e., the social landscape).ObjectiveElucidate the behavioral and ecological mechanisms of pattern formation in a homogeneous resource landscape.MethodsWe analyzed the movement pathways and space-use patterns of the lesser grain borer (Rhyzopertha dominica) within homogeneous resource landscapes (wheat kernels). Experimental trials consisted of individual beetles foraging alone or paired with a member of the same or different sex.ResultsWe identified two sources of pattern formation: (1) beetles were attracted to areas where they or another beetle had previously fed, leading to increased patchiness via positive reinforcement; and (2) the presence of conspecifics affected whether and at what scales patchiness occurred. Solitary males had lower rates of movement and less tortuous pathways than solitary females, but both sexes generated fine-scale patchiness in the resource distribution. Patchy resource landscapes were also generated by male-female pairs, but not by same-sex pairings. Paired females in particular exhibited significantly greater daily net displacements and more random space use than solitary females.ConclusionsPattern formation is a complex process, even in a relatively simple, homogeneous resource landscape. In particular, patterns created by individuals when foraging alone versus in pairs underscores how social interactions can fundamentally alter the resultant pattern of heterogeneity that emerges in resource landscapes.","SPRINGER","NOV",2018,"101007s1098001807131","[Cordeiro, Erick M. G.; Phillips, Thomas W.] Kansas State Univ, Dept Entomol, Manhattan, KS 66506 USA./[Campbell, James F.] ARS, Ctr Grain & Anim Hlth Res, USDA, 1515 Coll Ave, Manhattan, KS 66502 USA./[With, Kimberly A.] Kansas State Univ, Div Biol, Lab Landscape & Conservat Ecol, Manhattan, KS 66506 USA.","Cordeiro, EMG (reprint author), Kansas State Univ, Dept Entomol, Manhattan, KS 66506 USA.; Campbell, JF (reprint author), ARS, Ctr Grain & Anim Hlth Res, USDA, 1515 Coll Ave, Manhattan, KS 66502 USA.",NA
"200","Mancinelli, Sara
Ciucci, Paolo","Beyond home: Preliminary data on wolf extraterritorial forays and
dispersal in Central Italy","MAMM BIOL","CANIS-LUPUS; RANGE SIZE; WOLVES; MOVEMENTS; POPULATION; MINNESOTA;
APENNINES; HABITATS; PATTERNS; SYSTEM","Extraterritorial forays; Canis lupus; Dispersal; GPS telemetry; Space
use behaviour","Extraterritorial forays in wolves (Canis lupus) have rarely been documented, especially in human-modified landscapes of southern and central Europe. Integrating information on extraterritorial forays is currently enhanced by Global Positioning System (GPS) telemetry and contributes to our knowledge of the spatial dynamics of wolf populations. We hereby report GPS-revealed extraterritorial forays performed by 4 wolves in 3 packs in the Abruzzo, Lazio and Molise National Park (central Apennines, Italy, 2009-2010). Wolves engaged in extraterritorial forays almost exclusively during fall and winter, when they occurred on average every 22 days, for relatively brief periods (i.e., <= 4 days) and short distances (i.e., mean minimum travelled distance of 13.3 +/- 7.2 SD km). Three extraterritorial forays were later revealed to be pre-dispersal movements, featuring longer duration and higher travelled distances than other extraterritorial forays and occurring 33-17 days prior to dispersal. We also anecdotally report two cases of dispersal, one involving an adult female that travelled 41.2 km to establish a new territory adjacent to her natal home range, and the other involving a yearling male that travelled a minimum of 422.2 km to the adjacent Majella National Park. (C) 2018 Deutsche Gesellschaft fur Saugetierkunde. Published by Elsevier GmbH. All rights reserved.","ELSEVIER GMBH","NOV",2018,"101016jmambio201808003","[Mancinelli, Sara; Ciucci, Paolo] Univ Roma La Sapienza, Dept Biol & Biotechnol Charles Darwin, Viale Univ 32, I-00185 Rome, Italy.","Mancinelli, S (reprint author), Univ Roma La Sapienza, Dept Biol & Biotechnol Charles Darwin, Viale Univ 32, I-00185 Rome, Italy.",NA
"201","Baylis, Alastair M. M.
Tierney, Megan
Staniland, Iain J.
Brickle, Paul","Habitat use of adult male South American fur seals and a preliminary
assessment of spatial overlap with trawl fisheries in the South Atlantic","MAMM BIOL","FORAGING SITE FIDELITY; BEHAVIOR; DISPERSAL; MOVEMENTS; PREDATOR; SHELF","Fishery overlap; Patagonian shelf; Satellite telemetry; Movement
ecology; Arctocephalus australis","Little is known about the movement ecology of male South American fur seals (SAFS; Arctocephalus australis). To begin to address knowledge gaps we used satellite telemetry to track four adult male SAFS at the Falkland Islands over the non-breeding period, from May to December. Our aims were to describe adult male SAFS habitat use and quantify spatial overlap between male SAFS and commercial trawl fisheries. Foraging trip duration ranged from an individual mean of 8.6 +/- 6.7 days to 39.2 +/- 9.7 days. Adult males typically behaved like central place foragers and foraging trips were restricted to the Patagonian Shelf and shelf slope (mean distance 251 +/- 239 km). However, some males ventured as far as 990 km to the north of the Falkland Islands. Overall, male SAFS spent 64% of their time in areas of trawl fishing activity, with the majority of overlap occurring within the Argentinean Exclusive Economic Zone (56%) and the Falkland Islands Exclusive Economic Zone (43%). Although overlap does not necessarily equate to interaction, the extent to which SAFS and fisheries interact is currently poorly understood. The emerging picture from our study is that SAFS and fisheries overlap and potentially interact across large spatial scales and multiple fishery jurisdictions. (C) 2018 Published by Elsevier GmbH on behalf of Deutsche Gesellschaft fur Saugetierkunde.","ELSEVIER GMBH","NOV",2018,"101016jmambio201807007","[Baylis, Alastair M. M.; Tierney, Megan; Brickle, Paul] South Atlantic Environm Res Inst, Stanley FIQQ 1ZZ, Falkland Island./[Baylis, Alastair M. M.] Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109, Australia./[Staniland, Iain J.] British Antarctic Survey, NERC, Madingley Rd, Cambridge CB3 0ET, England./[Brickle, Paul] Univ Aberdeen, Sch Biol Sci Zool, Tillydrone Ave, Aberdeen AB24 2TZ, Scotland.","Baylis, AMM (reprint author), South Atlantic Environm Res Inst, Stanley FIQQ 1ZZ, Falkland Island.",NA
"202","Grignolio, Stefano
Brivio, Francesca
Apollonio, Marco
Frigato, Elena
Tettamanti, Federico
Filli, Flurin
Bertolucci, Cristiano","Is nocturnal activity compensatory in chamois? A study of activity in a
cathemeral ungulate","MAMM BIOL","BOAR SUS-SCROFA; WILD BOAR; ACTIVITY PATTERNS; THERMOREGULATION;
EVOLUTION; RESPONSES; MAMMALS; RUPICAPRA; BEHAVIOR; TIME","Acrophase; Activity rhythms; Ambient temperature; Cathemerality;
Moonlight; Rupicapra rupicapra","Different species exhibit individual daily and annual activity patterns in response to a range of intrinsic and extrinsic drivers. Historically, research on the activity budgets of large wild animals focused on daylight hours due to the logistical difficulties of observing animals at night. Thanks to recent advances in animal-attached technology, however, this research can be extended to a 24-h timeframe. Taking advantage of GPS collars with activity sensors collecting a large amount of data per hour, we separately studied diurnal and nocturnal activity patterns of Alpine chamois (Rupicapra rupicapra), in order to identify the factors affecting them and the correlation between them. From March 2010 to November 2013, we collected data on 17 chamois in the Swiss National Park, a strict Alpine nature reserve where human management was forbidden and human harassment quite rare. Environmental factors were found to significantly influence both diurnal and nocturnal activity rhythms, with temperature and seasonality playing a pivotal role. Surprisingly, we detected a stable peak of activity in the first part of the night, which varied only slightly over the year. In summer, the nocturnal activity of males was inversely correlated to diurnal activity, arguably to compensate for scarce diurnal food intake. Conversely, winter nocturnal activity was positively related to the diurnal activity and served as a cumulative opportunity for energy intake. Chamois showed a weak lunarphilia, with a slight increase in activity levels during moonlit nights, especially during the mating season. In conclusion, our findings denote chamois as a cathemeral species able to adapt its behavioural patterns to match varying environmental conditions. (C) 2018 Deutsche Gesellschaft fur Saugetierkunde. Published by Elsevier GmbH. All rights reserved.","ELSEVIER GMBH","NOV",2018,"101016jmambio201806003","[Grignolio, Stefano; Brivio, Francesca; Apollonio, Marco; Tettamanti, Federico] Univ Sassari, Dept Vet Med, Via Vienna 2, I-07100 Sassari, Italy./[Frigato, Elena; Bertolucci, Cristiano] Univ Ferrara, Dept Life Sci & Biotechnol, Via L Borsari 46, I-44121 Ferrara, Italy./[Filli, Flurin] Parc Naziunal Svizzer, CH-7530 Zernez, Switzerland.","Grignolio, S (reprint author), Univ Sassari, Dept Vet Med, Via Vienna 2, I-07100 Sassari, Italy.",NA
"203","Wattles, David W.
Zeller, Katherine A.
DeStefano, Stephen","Range expansion in unfavorable environments through behavioral responses
to microclimatic conditions: Moose (Alces americanus) as the model","MAMM BIOL","RESOURCE SELECTION; COVER TYPES; CLIMATE; TEMPERATURE; FOREST; STRESS","Climate change; Microclimate; Thermoregulatory behavior; Habitat
suitability; Massachusetts","Wildlife populations occurring at the edge of their range boundaries are thought to be the most sensitive to climate change due to temperatures being at or near the limit of a species' thermal envelope. Moose (Alces americanus) are a cold adapted species that are showing population declines in some portions of the southern edge of their range. However, other moose populations are actively expanding southward into thermally stressful areas. The direct effects of temperature on moose have not yet been studied in these southwardly expanding populations and may offer insights into how moose are successfully establishing in areas at the edge of their thermal envelope. We used ambient temperature and GPS collar data from moose to quantify the direct effect of temperature on moose habitat use in Massachusetts, USA, which is one of these southwardly expanding populations. The mean daily temperature in our study area exceeded the reported physiological tolerances of moose in over 90% of daytime and 75% of nighttime locations in summer and in over 80% of daytime and 67% of nighttime locations in winter. Across seasons and times of day, moose preferred regenerating forest, but as ambient air temperatures increased, selection for regenerating forest declined and selection for forested wetlands and coniferous forest increased. This response indicates moose are altering their behavior to utilize thermal shelters when temperatures are high. We observed higher temperatures and stronger behavioral responses than other studies at the southern edge of moose range. We found habitat for moose in Massachusetts is climatically marginal and loss of habitat, increase in parasites, and further climatic warming may cause population declines in the future. (C) 2018 Deutsche Gesellschaft fur Saugetierkunde. Published by Elsevier GmbH. All rights reserved.","ELSEVIER GMBH, URBAN & FISCHER VERLAG","NOV",2018,"101016jmambio201805009","[Wattles, David W.; Zeller, Katherine A.] Univ Massachusetts, Massachusetts Cooperat Fish & Wildlife Res Unit, Amherst, MA 01003 USA./[DeStefano, Stephen] Univ Massachusetts, US Geol Survey, Massachusetts Cooperat Fish & Wildlife Res Unit, Amherst, MA 01003 USA.","Zeller, KA (reprint author), Univ Massachusetts, Massachusetts Cooperat Fish & Wildlife Res Unit, Amherst, MA 01003 USA.",NA
"204","Wilson, Rory P.
Holton, Mark D.
di Virgilio, Agustina
Williams, Hannah
Shepard, Emily L. C.
Lambertucci, Sergio
Quintana, Flavio
Sala, Juan E.
Balaji, Bharathan
Lee, Eun Sun
Srivastava, Mani
Scantlebury, D. Michael
Duarte, Carlos M.","Give the machine a hand: A Boolean time-based decision-tree template for
rapidly finding animal behaviours in multisensor data","METHODS ECOL EVOL","ACCELERATION DATA; CLASSIFICATION; PERFORMANCE; MAMMALS","accelerometer; behaviour; behaviour identification; bioinformatics;
software","The development of multisensor animal-attached tags, recording data at high frequencies, has enormous potential in allowing us to define animal behaviour. The high volumes of data, are pushing us towards machine-learning as a powerful option for distilling out behaviours. However, with increasing parallel lines of data, systems become more likely to become processor limited and thereby take appreciable amounts of time to resolve behaviours. We suggest a Boolean approach whereby critical changes in recorded parameters are used as sequential templates with defined flexibility (in both time and degree) to determine individual behavioural elements within a behavioural sequence that, together, makes up a single, defined behaviour. We tested this approach, and compared it to a suite of other behavioural identification methods, on a number of behaviours from tag-equipped animals; sheep grazing, penguins walking, cheetah stalking prey and condors thermalling. Overall behaviour recognition using our new approach was better than most other methods due to; (1) its ability to deal with behavioural variation and (2) the speed with which the task was completed because extraneous data are avoided in the process. We suggest that this approach is a promising way forward in an increasingly data-rich environment and that workers sharing algorithms can provide a powerful library for the benefit of all involved in such work.","WILEY","NOV",2018,"1011112041210X13069","[Wilson, Rory P.; Williams, Hannah; Shepard, Emily L. C.] Swansea Univ, Coll Sci, Dept Biosci, Swansea, W Glam, Wales./[Holton, Mark D.] Swansea Univ, Dept Comp Sci, Coll Sci, Swansea, W Glam, Wales./[di Virgilio, Agustina; Lambertucci, Sergio] Univ Nacl Comahue, Lab Ecotono, Grp Biol Conservac, CONICET,INIBIOMA, San Carlos De Bariloche, Rio Negro, Argentina./[di Virgilio, Agustina] Univ Nacl Comahue, CONICET, INIBIOMA, Grp Ecol Cuantitat, San Carlos De Bariloche, Rio Negro, Argentina./[Quintana, Flavio; Sala, Juan E.] CONICET 9120, Inst Biol Org Marinos IBIOMAR, Puerto Madryn, Chubut, Argentina./[Balaji, Bharathan; Lee, Eun Sun; Srivastava, Mani] Univ Calif Los Angeles, Dept Elect & Comp Engn, Los Angeles, CA USA./[Scantlebury, D. Michael] Queens Univ Belfast, Inst Global Food Secur, Sch Biol Sci, Belfast, Antrim, North Ireland./[Duarte, Carlos M.] King Abdullah Univ Sci & Technol, Red Sea Res Ctr, Thuwal, Saudi Arabia.","Wilson, RP (reprint author), Swansea Univ, Coll Sci, Dept Biosci, Swansea, W Glam, Wales.",NA
"206","Fujii, Keisuke
Kawasaki, Takeshi
Inaba, Yuki
Kawahara, Yoshinobu","Prediction and classification in equation-free collective motion
dynamics","PLOS COMPUT BIOL","MODEL; DECOMPOSITION; PATTERNS; BEHAVIOR; SYSTEMS; FLOCKS; RULES",NA,"Modeling the complex collective behavior is a challenging issue in several material and life sciences. The collective motion has been usually modeled by simple interaction rules and explained by global statistics. However, it remains difficult to bridge the gap between the dynamic properties of the complex interaction and the emerging group-level functions. Here we introduce decomposition methods to directly extract and classify the latent global dynamics of nonlinear dynamical systems in an equation-free manner, even including complex interaction in few data dimensions. We first verified that the basic decomposition method can extract and discriminate the dynamics of a well-known rule-based fish-schooling (or bird-flocking) model. The method extracted different temporal frequency modes with spatial interaction coherence among three distinct emergent motions, whereas these wave properties in multiple spatiotemporal scales showed similar dispersion relations. Second, we extended the basic method to map high-dimensional feature space for application to actual small-dimensional systems complexly changing the interaction rules. Using group sports human data, we classified the dynamics and predicted the group objective achievement. Our methods have a potential for classifying collective motions in various domains which obey in non-trivial dominance law known as active matters.","PUBLIC LIBRARY SCIENCE","NOV",2018,"101371journalpcbi1006545","[Fujii, Keisuke; Kawahara, Yoshinobu] Inst Phys & Chem Res RIKEN, Ctr Adv Intelligence Project, Osaka, Japan./[Kawasaki, Takeshi] Nagoya Univ, Dept Phys, Nagoya, Aichi, Japan./[Inaba, Yuki] Japan Inst Sports Sci, Tokyo, Japan./[Kawahara, Yoshinobu] Osaka Univ, Inst Sci & Ind Res, Osaka, Japan.","Fujii, K (reprint author), Inst Phys & Chem Res RIKEN, Ctr Adv Intelligence Project, Osaka, Japan.",NA
"207","Fang, Gu
Li, Man
Liu, Xiao-Jie
Guo, Wei-Jia
Jiang, Yu-Ting
Huang, Zhi-Pang
Tang, Shi-Yi
Li, Da-Yong
Yu, Ji
Jin, Tong
Liu, Xiao-Geng
Wang, Ji-Mei
Li, Sheng
Qi, Xiao-Guang
Li, Bao-Guo","Preliminary report on Sichuan golden snub-nosed monkeys (Rhinopithecus
roxellana roxellana) at Laohegou Nature Reserve, Sichuan, China","SCI REP-UK","SHENNONGJIA NATURE-RESERVE; WOOLLY SPIDER MONKEYS; QINLING MOUNTAINS;
MULTILEVEL SOCIETIES; BRACHYTELES-ARACHNOIDES; SEASONAL-VARIATION;
ACTIVITY BUDGETS; ACTIVITY PATTERN; TIME BUDGET; DIET",NA,"Comparative studies of subspecies under different ecological environments offer insights into intraspecies evolutionary adaptive mechanisms. Golden snub-nosed monkeys (Rhinopithecus roxellana) include three subspecies in China classified mainly by their morphological variations: R.r. roxellana (Sichuan and Gansu province), R.r. qinlingensis (Shaanxi province) and R.r. hubeiensis (Hubei province). These three subspecies live in three isolated area with different environments. Past works focused on the last two subspecies, but little information of habitat and behaviors of the nominated subspecies (R.r. roxellana) is available to date. We conducted a two-year study on the diet, activity budget, home range and social organization of 4 herds of R.r. roxellana, based on a total of 106 days' observation in Laohegou (LHG) Nature Reserve, Sichuan province. By using scan sampling method, our results suggest that the R.r roxellana feeds predominantly on leaves (77.5%), and spends more time feeding (40.0%) and resting (27.0%) while compared to the other two subspecies. Kernel Density Estimation Method based on GPS technology confirms that R.r roxellana has relatively larger home ranges (49.1 km(2)). The unit size (8.3 +/- 3.5 individuals) of R.r roxellana is also smaller. Therefore, it is possible that differences in food availability in relation to habitats have important impacts on the feeding strategy and social system of the golden snub-nosed monkey. These results provide data to further explore intraspecific adaptations of living primates.","NATURE PUBLISHING GROUP","NOV 1",2018,"101038s4159801834311z","[Fang, Gu; Li, Man; Liu, Xiao-Jie; Guo, Wei-Jia; Jiang, Yu-Ting; Huang, Zhi-Pang; Tang, Shi-Yi; Qi, Xiao-Guang; Li, Bao-Guo] Northwest Univ, Coll Life Sci, Shaanxi Key Lab Anim Conservat, Xian 710069, Shaanxi, Peoples R China./[Li, Da-Yong; Yu, Ji] China West Normal Univ, Coll Life Sci, Nanchong 637009, Peoples R China./[Jin, Tong; Wang, Ji-Mei] Nat Conservancy TNC China Program, Beijing, Peoples R China./[Liu, Xiao-Geng] Laohegou Nat Reserve, Mianyang 622552, Peoples R China./[Li, Man; Li, Sheng] Peking Univ, Sch Life Sci, Beijing 100871, Peoples R China./[Li, Bao-Guo] Chinese Acad Sci, Ctr Excellence Anim Evolut & Genet, Kunming 650223, Yunnan, Peoples R China.","Qi, XG (reprint author), Northwest Univ, Coll Life Sci, Shaanxi Key Lab Anim Conservat, Xian 710069, Shaanxi, Peoples R China.",NA
"208","Almaslukh, Bandar
Artoli, Abdel Monim
Al-Muhtadi, Jalal","A Robust Deep Learning Approach for Position-Independent
Smartphone-Based Human Activity Recognition","SENSORS-BASEL","NEURAL-NETWORK; FALL-DETECTION; MOBILE; ORIENTATION; ALGORITHM; MOVEMENT","human activity recognition; position detection; position-independent;
deep learning; convolution neural networks; smartphone","Recently, modern smartphones equipped with a variety of embedded-sensors, such as accelerometers and gyroscopes, have been used as an alternative platform for human activity recognition (HAR), since they are cost-effective, unobtrusive and they facilitate real-time applications. However, the majority of the related works have proposed a position-dependent HAR, i.e., the target subject has to fix the smartphone in a pre-defined position. Few studies have tackled the problem of position-independent HAR. They have tackled the problem either using handcrafted features that are less influenced by the position of the smartphone or by building a position-aware HAR. The performance of these studies still needs more improvement to produce a reliable smartphone-based HAR. Thus, in this paper, we propose a deep convolution neural network model that provides a robust position-independent HAR system. We build and evaluate the performance of the proposed model using the RealWorld HAR public dataset. We find that our deep learning proposed model increases the overall performance compared to the state-of-the-art traditional machine learning method from 84% to 88% for position-independent HAR. In addition, the position detection performance of our model improves superiorly from 89% to 98%. Finally, the recognition time of the proposed model is evaluated in order to validate the applicability of the model for real-time applications.","MDPI","NOV",2018,"103390s18113726","[Almaslukh, Bandar; Artoli, Abdel Monim; Al-Muhtadi, Jalal] King Saud Univ, Dept Comp Sci, Coll Comp & Informat Sci, Riyadh 11543, Saudi Arabia.","Almaslukh, B (reprint author), King Saud Univ, Dept Comp Sci, Coll Comp & Informat Sci, Riyadh 11543, Saudi Arabia.",NA
